Gene/Compound,Dataset,Correlation,other_entity_type
ABT-199 (CTRP:666541),Drug sensitivity AUC (CTD^2),-0.061,compound_experiment
BRD-K29313308 (CTRP:634814),Drug sensitivity AUC (CTD^2),-0.061,compound_experiment
GANT-61 (CTRP:609332),Drug sensitivity AUC (CTD^2),-0.061,compound_experiment
AZD8797 (BRD:BRD-K03336321-001-02-9),PRISM Repurposing Public 24Q2,-0.061,compound_experiment
Ro-67-7476 (BRD:BRD-K91333421-001-02-9),PRISM Repurposing Public 24Q2,-0.061,compound_experiment
cipargamin (BRD:BRD-K27811785-001-02-9),PRISM Repurposing Public 24Q2,-0.061,compound_experiment
naltrexone (BRD:BRD-K88172511-003-20-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.061,compound_experiment
evobrutinib (BRD:BRD-K00003405-001-01-9),PRISM Repurposing Public 24Q2,-0.061,compound_experiment
Bimosiamose (BRD:BRD-K00077698-001-02-9),PRISM Repurposing Public 24Q2,0.061,compound_experiment
DOCETAXEL (GDSC1:1007),Drug sensitivity AUC (Sanger GDSC1),0.061,compound_experiment
KIN001-266 (GDSC1:291),Drug sensitivity AUC (Sanger GDSC1),0.061,compound_experiment
BRD-K71935468 (CTRP:58566),Drug sensitivity AUC (CTD^2),0.061,compound_experiment
afobazole (BRD:BRD-K37793595-003-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.061,compound_experiment
equol (BRD:BRD-K54847683-001-04-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.061,compound_experiment
FULVESTRANT (GDSC2:1200),Drug sensitivity AUC (Sanger GDSC2),-0.061,compound_experiment
ABT-737 (CTRP:411738),Drug sensitivity AUC (CTD^2),-0.06,compound_experiment
cediranib (CTRP:606136),Drug sensitivity AUC (CTD^2),-0.06,compound_experiment
desoxycortone (BRD:BRD-K98521173-001-19-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
rheochrysidin (BRD:BRD-K67772619-001-05-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
8-hydroxy-PIPAT (BRD:BRD-A60594020-034-01-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
iodipamide (BRD:BRD-K67261995-001-11-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.06,compound_experiment
golgicide-a (BRD:BRD-A57886255-001-01-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
JQ1-(+) (BRD:BRD-K54606188-001-13-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.06,compound_experiment
candesartan (BRD:BRD-K84091759-001-07-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
spermidine (BRD:BRD-K40438880-305-06-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
atrasentan (BRD:BRD-K16295392-003-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.06,compound_experiment
PD-98059 (BRD:BRD-K62810658-001-12-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.06,compound_experiment
CB-10-277 (BRD:BRD-K59929863-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
WIKI4 (GDSC2:1940),Drug sensitivity AUC (Sanger GDSC2),0.06,compound_experiment
VINBLASTINE (GDSC2:1004),Drug sensitivity AUC (Sanger GDSC2),-0.06,compound_experiment
"APO866, FK866 (GDSC1:1248)",Drug sensitivity AUC (Sanger GDSC1),-0.06,compound_experiment
IKK-2-INHIBITOR-V (GDSC1:442),Drug sensitivity AUC (Sanger GDSC1),-0.06,compound_experiment
3-deazaneplanocin-A (BRD:BRD-K77791657-003-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
puromycin (BRD:BRD-A28970875-300-04-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
forskolin (BRD:BRD-K09602097-001-13-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
PF-06747775 (BRD:BRD-K00004648-001-01-9),PRISM Repurposing Public 24Q2,0.06,compound_experiment
lidocaine (BRD:BRD-K52662033-003-21-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
TC-A-2317 (BRD:BRD-A12147465-003-02-9),PRISM Repurposing Public 24Q2,0.06,compound_experiment
mirin (BRD:BRD-K55420858-001-01-0),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
epetraborole (BRD:BRD-K00003130-003-01-9),PRISM Repurposing Public 24Q2,0.06,compound_experiment
TCS-2210 (BRD:BRD-K19958299-001-02-9),PRISM Repurposing Public 24Q2,0.06,compound_experiment
SUN-11602 (BRD:BRD-K71250460-001-02-9),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
RMC-4550 (BRD:BRD-K00010386-001-01-9),PRISM Repurposing Public 24Q2,0.06,compound_experiment
rosiptor (BRD:BRD-K00003494-001-01-9),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
ON-01500 (BRD:BRD-K55790047-001-02-9),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
TY-52156 (BRD:BRD-K66584608-001-03-9),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
polaprezinc (BRD:BRD-K00003535-001-01-9),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
GSK2830371 (BRD:BRD-K17472821-001-01-2),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
GDC-0927 (BRD:BRD-K00003101-001-02-9),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
tacrolimus (BRD:BRD-K69608737-001-10-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.06,compound_experiment
pranidipine (BRD:BRD-A68083442-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.06,compound_experiment
ONO-4059 (BRD:BRD-K00003197-001-02-9),PRISM Repurposing Public 24Q2,-0.06,compound_experiment
camptothecin (BRD:BRD-K37890730-001-15-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.059,compound_experiment
A-674563 (BRD:BRD-K78177893-001-02-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.059,compound_experiment
thiostrepton (BRD:BRD-K58049875-001-04-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.059,compound_experiment
SGI-1776 (BRD:BRD-K80700417-001-04-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.059,compound_experiment
navarixin (BRD:BRD-K82850175-001-01-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.059,compound_experiment
docetaxel (BRD:BRD-K30577245-001-05-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.059,compound_experiment
bexarotene (BRD:BRD-K92441787-001-04-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.059,compound_experiment
nan (BRD:BRD-K16730910-001-10-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.059,compound_experiment
azacitidine (BRD:BRD-K03406345-001-27-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.059,compound_experiment
maytansinol-isobutyrate (BRD:BRD-K15898725-001-01-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.059,compound_experiment
ganetespib (BRD:BRD-K38852836-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.059,compound_experiment
kifunensine (BRD:BRD-K02898090-001-02-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.059,compound_experiment
vaniprevir (BRD:BRD-K00003445-001-01-9),PRISM Repurposing Public 24Q2,0.059,compound_experiment
methanesulfonyl-fluoride (BRD:BRD-K53896891-001-01-2),PRISM Repurposing Public 24Q2,-0.059,compound_experiment
genz-123346 (BRD:BRD-K70693421-001-01-1),PRISM Repurposing Public 24Q2,-0.059,compound_experiment
karenitecin (BRD:BRD-K00003176-001-01-9),PRISM Repurposing Public 24Q2,-0.059,compound_experiment
BRD-K94991378 (CTRP:53556),Drug sensitivity AUC (CTD^2),0.059,compound_experiment
oleoylethanolamide (BRD:BRD-K66956375-001-11-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.059,compound_experiment
etomoxir (CTRP:660082),Drug sensitivity AUC (CTD^2),0.059,compound_experiment
AST-1306 (BRD:BRD-K26838195-075-04-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.059,compound_experiment
YK-4-279 (GDSC1:1239),Drug sensitivity AUC (Sanger GDSC1),0.059,compound_experiment
neuronal differentiation inducer III (CTRP:411733),Drug sensitivity AUC (CTD^2),-0.059,compound_experiment
simvastatin (CTRP:27894),Drug sensitivity AUC (CTD^2),0.059,compound_experiment
BORTEZOMIB (GDSC1:104),Drug sensitivity AUC (Sanger GDSC1),0.059,compound_experiment
SCH-221510 (BRD:BRD-K00004286-001-01-9),PRISM Repurposing Public 24Q2,-0.058,compound_experiment
BRYOSTATIN 1 (GDSC1:197),Drug sensitivity AUC (Sanger GDSC1),0.058,compound_experiment
XMD15-27 (GDSC1:332),Drug sensitivity AUC (Sanger GDSC1),-0.058,compound_experiment
"N-(2-bromo-6-fluorophenyl)-4,5-dihydro-1H-imidazol (BRD:BRD-K00077192-001-02-9)",PRISM Repurposing Public 24Q2,0.058,compound_experiment
AAI101 (BRD:BRD-K00003450-001-01-9),PRISM Repurposing Public 24Q2,0.058,compound_experiment
dynasore (BRD:BRD-K87718015-001-04-9),PRISM Repurposing Public 24Q2,-0.058,compound_experiment
prinomastat (BRD:BRD-K00003122-001-01-9),PRISM Repurposing Public 24Q2,-0.058,compound_experiment
acebilustat (BRD:BRD-K00003255-001-01-9),PRISM Repurposing Public 24Q2,0.058,compound_experiment
macozinone (BRD:BRD-K16343284-001-02-9),PRISM Repurposing Public 24Q2,0.058,compound_experiment
AQW-051 (BRD:BRD-K00004705-001-01-9),PRISM Repurposing Public 24Q2,-0.058,compound_experiment
PCI-29732 (BRD:BRD-K71223042-001-03-9),PRISM Repurposing Public 24Q2,0.058,compound_experiment
GSK2982772 (BRD:BRD-K00003429-001-01-9),PRISM Repurposing Public 24Q2,0.058,compound_experiment
camobucol (BRD:BRD-K00004732-001-01-9),PRISM Repurposing Public 24Q2,-0.058,compound_experiment
GSK1904529A (GDSC2:1093),Drug sensitivity AUC (Sanger GDSC2),-0.058,compound_experiment
NUTLIN-3A (-) (GDSC2:1047),Drug sensitivity AUC (Sanger GDSC2),-0.058,compound_experiment
VINORELBINE (GDSC2:2048),Drug sensitivity AUC (Sanger GDSC2),-0.058,compound_experiment
RU-58841 (BRD:BRD-K62762455-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.058,compound_experiment
PCI-34051 (GDSC2:1621),Drug sensitivity AUC (Sanger GDSC2),-0.058,compound_experiment
CM-4620 (BRD:BRD-K00003438-001-01-9),PRISM Repurposing Public 24Q2,0.058,compound_experiment
LINSITINIB (GDSC1:185),Drug sensitivity AUC (Sanger GDSC1),0.058,compound_experiment
FK-888 (BRD:BRD-K83508485-001-02-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
TAK-285 (BRD:BRD-K80343549-001-02-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
crenolanib (BRD:BRD-K22127577-001-03-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
dicycloverine (BRD:BRD-K68507560-003-24-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
digitoxigenin (BRD:BRD-K18518344-001-15-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
AC-264613 (BRD:BRD-K81548480-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
MK-5108 (BRD:BRD-K53665955-001-03-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
secnidazole (BRD:BRD-A70083328-001-23-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.058,compound_experiment
alvocidib (BRD:BRD-K87909389-003-03-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
podophyllotoxin (BRD:BRD-K47869605-001-32-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.058,compound_experiment
BMS-754807 (BRD:BRD-K13049116-001-05-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
CYC116 (BRD:BRD-K64866502-001-03-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.058,compound_experiment
parthenolide (CTRP:411792),Drug sensitivity AUC (CTD^2),-0.058,compound_experiment
BRD-K24690302 (CTRP:641721),Drug sensitivity AUC (CTD^2),-0.058,compound_experiment
methotrexate (CTRP:30371),Drug sensitivity AUC (CTD^2),-0.058,compound_experiment
COL-3 (CTRP:665914),Drug sensitivity AUC (CTD^2),-0.058,compound_experiment
PDMP (CTRP:58472),Drug sensitivity AUC (CTD^2),-0.058,compound_experiment
teniposide (CTRP:27871),Drug sensitivity AUC (CTD^2),-0.058,compound_experiment
NSC-697923 (BRD:BRD-K20605374-001-05-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.058,compound_experiment
mavacamten (BRD:BRD-K00003497-001-01-9),PRISM Repurposing Public 24Q2,0.057,compound_experiment
BRD-K44224150 (CTRP:438564),Drug sensitivity AUC (CTD^2),0.057,compound_experiment
ciclopirox (CTRP:28784),Drug sensitivity AUC (CTD^2),-0.057,compound_experiment
navitoclax:PLX-4032 (1:1 mol/mol) (CTRP:660219),Drug sensitivity AUC (CTD^2),-0.057,compound_experiment
nelarabine (CTRP:660391),Drug sensitivity AUC (CTD^2),-0.057,compound_experiment
combretastatin-A-4 (BRD:BRD-K61195623-001-01-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.057,compound_experiment
BRD-K20514654 (CTRP:651304),Drug sensitivity AUC (CTD^2),-0.057,compound_experiment
pirozadil (BRD:BRD-K00004581-001-01-9),PRISM Repurposing Public 24Q2,-0.057,compound_experiment
nan (BRD:BRD-K01292611-003-13-7),PRISM Repurposing Public 24Q2,-0.057,compound_experiment
lerisetron (BRD:BRD-K62398570-300-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.057,compound_experiment
Lanreotide - QC Failure (BRD:BRD-K00071587-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.057,compound_experiment
tyrphostin-AG-825 (BRD:BRD-K87919739-001-08-9),PRISM Repurposing Public 24Q2,-0.057,compound_experiment
BAY-1895344 (BRD:BRD-K00003422-003-01-9),PRISM Repurposing Public 24Q2,0.057,compound_experiment
BAY-85-8501 (BRD:BRD-K00077971-001-02-9),PRISM Repurposing Public 24Q2,0.057,compound_experiment
cucurbitacin I (CTRP:595102),Drug sensitivity AUC (CTD^2),-0.057,compound_experiment
AFATINIB (GDSC1:1032),Drug sensitivity AUC (Sanger GDSC1),0.057,compound_experiment
temozolomide (BRD:BRD-K32107296-001-16-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.057,compound_experiment
erastin (BRD:BRD-A25004090-001-08-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.057,compound_experiment
novobiocin (BRD:BRD-K85307935-236-09-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.057,compound_experiment
dacarbazine (BRD:BRD-K35520305-001-16-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.057,compound_experiment
batimastat (BRD:BRD-K82818427-001-04-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.057,compound_experiment
ixazomib-citrate (BRD:BRD-A66419424-001-02-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.057,compound_experiment
bisacodyl (BRD:BRD-K39987650-001-24-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.057,compound_experiment
oxprenolol (BRD:BRD-A43671941-003-11-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.057,compound_experiment
NVP-AUY922 (BRD:BRD-K41859756-001-06-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.057,compound_experiment
3-amino-benzamide (BRD:BRD-K08703257-001-13-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.057,compound_experiment
VORINOSTAT (GDSC1:1012),Drug sensitivity AUC (Sanger GDSC1),-0.057,compound_experiment
FORETINIB (GDSC1:308),Drug sensitivity AUC (Sanger GDSC1),0.057,compound_experiment
2'-MeCCPA (BRD:BRD-K63932022-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.057,compound_experiment
ERLOTINIB (GDSC1:1),Drug sensitivity AUC (Sanger GDSC1),0.057,compound_experiment
monepantel (BRD:BRD-K00004607-001-01-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
CHIR-99021 (BRD:BRD-K16189898-003-03-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.056,compound_experiment
CYM-5541 (BRD:BRD-K75940276-001-04-9),PRISM Repurposing Public 24Q2,-0.056,compound_experiment
TW-37 (CTRP:609596),Drug sensitivity AUC (CTD^2),-0.056,compound_experiment
AZ-3146 (CTRP:660087),Drug sensitivity AUC (CTD^2),-0.056,compound_experiment
AZ-628 (BRD:BRD-K05804044-001-06-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.056,compound_experiment
BRD-K80183349 (CTRP:376307),Drug sensitivity AUC (CTD^2),-0.056,compound_experiment
BRD-K14844214 (CTRP:402775),Drug sensitivity AUC (CTD^2),-0.056,compound_experiment
SB-228357 (BRD:BRD-K15424032-001-03-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
BAN-ORL-24 (BRD:BRD-K47049295-300-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.056,compound_experiment
LY3023414 (BRD:BRD-K82967180-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.056,compound_experiment
SR-1664 (BRD:BRD-K62814487-001-03-0),PRISM Repurposing Public 24Q2,-0.056,compound_experiment
obidoxime (BRD:BRD-K33588785-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
sodium-tanshinone-ii-a-sulfonate (BRD:BRD-K84798689-236-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
XL888 (BRD:BRD-A03506276-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
tosedostat (BRD:BRD-K92241597-001-06-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
papaverine (BRD:BRD-K15567136-003-27-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
tanespimycin (BRD:BRD-K81473043-001-14-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
dinaciclib (BRD:BRD-K13662825-001-07-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
YM-201636 (BRD:BRD-K48488978-001-05-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.056,compound_experiment
CT7001 (BRD:BRD-K00003453-003-01-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
TAS4464 (BRD:BRD-K00091290-001-01-9),PRISM Repurposing Public 24Q2,-0.056,compound_experiment
AVex-73 (BRD:BRD-K00003435-003-01-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
AZ3146 (BRD:BRD-K59146805-001-03-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.056,compound_experiment
BMS-770767 (BRD:BRD-K00004655-001-01-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
(5Z)-7-OXOZEAENOL (GDSC1:1242),Drug sensitivity AUC (Sanger GDSC1),0.056,compound_experiment
clanfenur (BRD:BRD-K62378877-001-05-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
CCR1 antagonist 9 (BRD:BRD-K00091272-001-01-9),PRISM Repurposing Public 24Q2,-0.056,compound_experiment
NDT-9513727 (BRD:BRD-K17539220-001-02-9),PRISM Repurposing Public 24Q2,-0.056,compound_experiment
RN-1 (BRD:BRD-K41415459-300-02-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
DMPS (BRD:BRD-A22971209-001-01-0),PRISM Repurposing Public 24Q2,-0.056,compound_experiment
TC-G-1004 (BRD:BRD-K76989898-001-02-9),PRISM Repurposing Public 24Q2,-0.056,compound_experiment
Pericyazine (BRD:BRD-K89669299-001-04-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
CCT245737 (BRD:BRD-K00003276-001-01-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
zolmitriptan (BRD:BRD-K54314721-001-10-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.056,compound_experiment
MK-1064 (BRD:BRD-K00003304-001-01-9),PRISM Repurposing Public 24Q2,0.056,compound_experiment
NMS-873 (BRD:BRD-K26253904-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.056,compound_experiment
P22077 (BRD:BRD-K97714174-001-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.055,compound_experiment
TGX-221 (GDSC1:94),Drug sensitivity AUC (Sanger GDSC1),0.055,compound_experiment
AZD9668 (BRD:BRD-K31476763-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.055,compound_experiment
itraconazole (BRD:BRD-A23067620-300-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.055,compound_experiment
S-methylcysteine (BRD:BRD-K63123526-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.055,compound_experiment
BRD-K90370028 (CTRP:362207),Drug sensitivity AUC (CTD^2),0.055,compound_experiment
