Gene/Compound,Dataset,Correlation,other_entity_type
anguidine (BRD:BRD-K45724504-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.009,compound_experiment
uracil (BRD:BRD-K80129304-001-08-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.009,compound_experiment
venetoclax (BRD:BRD-K62391742-001-03-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.009,compound_experiment
CHIR-124 (BRD:BRD-K02241333-001-02-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.009,compound_experiment
idronoxil (BRD:BRD-K74671368-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.009,compound_experiment
ingenol-mebutate (BRD:BRD-K93779381-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.009,compound_experiment
BRD-K66453893 (CTRP:387472),Drug sensitivity AUC (CTD^2),0.009,compound_experiment
azacitidine (CTRP:26874),Drug sensitivity AUC (CTD^2),-0.009,compound_experiment
CHM-1 (CTRP:609674),Drug sensitivity AUC (CTD^2),-0.009,compound_experiment
palmostatin B (CTRP:679844),Drug sensitivity AUC (CTD^2),-0.009,compound_experiment
Vilanterol - QC Failure (BRD:BRD-K00077374-001-02-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
TS-011 (BRD:BRD-K00004685-001-01-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
TCS-21311 (BRD:BRD-K49461364-001-01-0),PRISM Repurposing Public 24Q2,0.008,compound_experiment
S-3304 (BRD:BRD-K00003475-001-01-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
Tyroserleutide (hydrochloride) - QC Failure (BRD:BRD-K00079335-003-02-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
CHIR-99021 (GDSC1:1241),Drug sensitivity AUC (Sanger GDSC1),-0.008,compound_experiment
acolbifene (BRD:BRD-K00004720-001-01-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
SSTR5 antagonist 1 (BRD:BRD-K00091080-001-01-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
RG7800 (BRD:BRD-K00004590-001-01-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
LY334370 (BRD:BRD-K00003451-001-01-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
batefenterol (BRD:BRD-K00003148-001-01-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
TAS-116 (BRD:BRD-K00074122-001-02-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
encorafenib (BRD:BRD-K00003576-001-01-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
MK2-IN-1 (BRD:BRD-K90316462-003-01-1),PRISM Repurposing Public 24Q2,0.008,compound_experiment
trabodenoson (BRD:BRD-K00004698-001-01-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
9-anthracenecarboxylic-acid (BRD:BRD-K62607075-001-04-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
mitotane (BRD:BRD-A31204924-001-14-2),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
cefmetazole (BRD:BRD-K48470486-236-11-6),PRISM Repurposing Public 24Q2,0.008,compound_experiment
segesterone-acetate (BRD:BRD-K00003150-001-01-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
etrasimod (BRD:BRD-K00003139-001-01-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
methantheline (BRD:BRD-K09859624-004-11-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
Menaquinone-7 - QC Failure (BRD:BRD-K00073260-001-02-9 - QC Failure),PRISM Repurposing Public 24Q2,0.008,compound_experiment
9-ING-41 (BRD:BRD-K00091104-001-01-9),PRISM Repurposing Public 24Q2,0.008,compound_experiment
N-(p-amylcinnamoyl)-anthranilic-acid (BRD:BRD-K77817104-001-02-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
rovazolac (BRD:BRD-K00003502-001-01-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
GS-967 (BRD:BRD-K26526496-001-03-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
SB-743921 (BRD:BRD-K68532323-003-02-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
PIM-447 (BRD:BRD-K00003280-300-01-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
sevelamer (BRD:BRD-U45393375-000-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
"JNK-9L, KIN001-204 (GDSC1:157)",Drug sensitivity AUC (Sanger GDSC1),-0.008,compound_experiment
KIN001-206 (GDSC1:159),Drug sensitivity AUC (Sanger GDSC1),-0.008,compound_experiment
AFATINIB (GDSC2:1032),Drug sensitivity AUC (Sanger GDSC2),-0.008,compound_experiment
KIN001-135 (GDSC1:91),Drug sensitivity AUC (Sanger GDSC1),-0.008,compound_experiment
VINORELBINE (GDSC1:140),Drug sensitivity AUC (Sanger GDSC1),0.008,compound_experiment
BRD-A71883111 (CTRP:660145),Drug sensitivity AUC (CTD^2),-0.008,compound_experiment
BRD-K96431673 (CTRP:417262),Drug sensitivity AUC (CTD^2),-0.008,compound_experiment
VAF-347 (CTRP:659226),Drug sensitivity AUC (CTD^2),-0.008,compound_experiment
PLX647 (BRD:BRD-K79294107-300-02-9),PRISM Repurposing Public 24Q2,-0.008,compound_experiment
isometheptene-mucate (BRD:BRD-A64743628-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.008,compound_experiment
midodrine (BRD:BRD-A79981887-003-16-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
SU014813 (BRD:BRD-K75911534-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
TG-100572 (BRD:BRD-K18424115-003-01-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.008,compound_experiment
ROSCOVITINE (GDSC1:110),Drug sensitivity AUC (Sanger GDSC1),0.008,compound_experiment
WZ-4002 (BRD:BRD-K72420232-001-12-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.008,compound_experiment
pindolol (BRD:BRD-A97701745-001-16-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
fluorometholone (BRD:BRD-A13133631-001-04-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.008,compound_experiment
KP-1212 (BRD:BRD-K46690591-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.008,compound_experiment
daunorubicin (BRD:BRD-K43389675-003-20-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
doxycycline (BRD:BRD-A08545410-003-07-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
clenbuterol (BRD:BRD-A75726477-003-21-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
VU0364770 (BRD:BRD-K66527818-001-02-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.008,compound_experiment
ixabepilone (BRD:BRD-K03601870-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.008,compound_experiment
GSK239512 (BRD:BRD-K00004689-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
YL0919 (BRD:BRD-K00003390-003-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
GPi-688 (BRD:BRD-A90201073-001-02-9),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
acetylspiramycin (BRD:BRD-K00004968-001-01-9),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
DBPR-211 (BRD:BRD-K00004704-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
Elubrixin (tosylate) - QC Failure (BRD:BRD-K00078302-075-02-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
CX-5461 (GDSC1:300),Drug sensitivity AUC (Sanger GDSC1),0.007,compound_experiment
RI-1 (BRD:BRD-K79555887-001-01-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
tropifexor (BRD:BRD-K00003480-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
BRD-K64610608 (CTRP:438776),Drug sensitivity AUC (CTD^2),0.007,compound_experiment
ML320 (CTRP:659682),Drug sensitivity AUC (CTD^2),-0.007,compound_experiment
tacrolimus (CTRP:50737),Drug sensitivity AUC (CTD^2),-0.007,compound_experiment
CR-1-31B (CTRP:418209),Drug sensitivity AUC (CTD^2),0.007,compound_experiment
avicin D (CTRP:688975),Drug sensitivity AUC (CTD^2),-0.007,compound_experiment
indibulin (BRD:BRD-K74057757-001-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
ML133 (BRD:BRD-K33743361-003-02-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
dienogest (BRD:BRD-K50853363-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
nitisinone (BRD:BRD-K01109406-001-03-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
tyrphostin-AG-1478 (BRD:BRD-K68336408-001-10-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
PIK-75 (BRD:BRD-K49371609-003-03-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
omeprazole (BRD:BRD-A55962179-001-22-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
HMN-214 (BRD:BRD-K70511574-001-06-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
oxiperomide (BRD:BRD-K78096648-001-05-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
rauwolscine (BRD:BRD-K77474816-003-15-9),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
vemurafenib (BRD:BRD-K56343971-001-10-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
PRT062070 (BRD:BRD-K25835157-001-01-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
CUDC-101 (BRD:BRD-K41278234-001-03-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
torcetrapib (BRD:BRD-K55675242-001-03-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
2-methoxyestradiol (BRD:BRD-K44408410-001-17-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
clebopride (BRD:BRD-K17294426-050-12-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
phenelzine (BRD:BRD-K87024524-065-17-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
pevonedistat (BRD:BRD-K67844266-003-01-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
paricalcitol (BRD:BRD-K60585088-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
posaconazole (BRD:BRD-K06222852-001-03-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
sulmazole (BRD:BRD-A22081593-001-11-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
XBD173 (BRD:BRD-K45875383-001-01-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
ETP-45835 (GDSC1:447),Drug sensitivity AUC (Sanger GDSC1),-0.007,compound_experiment
spironolactone (BRD:BRD-K90027355-001-13-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.007,compound_experiment
PHA-543613 (BRD:BRD-K00004641-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
prazosin (BRD:BRD-K49111258-003-29-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.007,compound_experiment
calcitonin (BRD:BRD-K00005332-019-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
Fosdagrocorat (BRD:BRD-K00091282-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
"CMK, KIN001-128 (GDSC1:64)",Drug sensitivity AUC (Sanger GDSC1),0.007,compound_experiment
THZ-2-49 (GDSC1:344),Drug sensitivity AUC (Sanger GDSC1),0.007,compound_experiment
KB NB 142-70 (GDSC1:407),Drug sensitivity AUC (Sanger GDSC1),-0.007,compound_experiment
lusaperidone (BRD:BRD-K00004742-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
Indotecan - QC Failure (BRD:BRD-K00091114-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
BLZ945 (BRD:BRD-K83157152-001-02-9),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
emamectin (BRD:BRD-K00003516-057-01-9),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
Seltorexant (BRD:BRD-K00073947-001-02-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
ridinilazole (BRD:BRD-K77897005-001-02-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
nitroflurbiprofen (BRD:BRD-K00004737-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
R-1487 (BRD:BRD-K00004710-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
Ro-48-6791 (BRD:BRD-K00004572-001-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
esonarimod (BRD:BRD-K00003282-001-01-9),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
avitinib (BRD:BRD-K00003294-050-01-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
"4-(2-{[2-(1,3-benzodioxol-5-yl)-1-methylethyl]amin - QC Failure (BRD:BRD-K00073555-003-02-9 - QC Failure)",PRISM Repurposing Public 24Q2,0.007,compound_experiment
MRTX849 - QC Failure (BRD:BRD-K00029445-001-02-9 - QC Failure),PRISM Repurposing Public 24Q2,0.007,compound_experiment
BQU57 (BRD:BRD-A40257118-001-02-0),PRISM Repurposing Public 24Q2,0.007,compound_experiment
PSNCBAM-1 (BRD:BRD-K33502629-001-02-9),PRISM Repurposing Public 24Q2,-0.007,compound_experiment
theaflavin (BRD:BRD-K60842365-001-03-9),PRISM Repurposing Public 24Q2,0.007,compound_experiment
TG-101348 (GDSC1:306),Drug sensitivity AUC (Sanger GDSC1),-0.006,compound_experiment
LY2828360 (BRD:BRD-K00005249-001-01-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
ABT-072 (BRD:BRD-K00004730-001-01-9),PRISM Repurposing Public 24Q2,0.006,compound_experiment
NB-001 (BRD:BRD-K00004647-001-01-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
ACT-709478 (BRD:BRD-K00003538-001-02-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
Difamilast (BRD:BRD-K00091099-001-01-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
ascomycin (BRD:BRD-K88882192-001-03-3),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
CU-T12-9 (BRD:BRD-K89462779-001-02-9),PRISM Repurposing Public 24Q2,0.006,compound_experiment
AS-252424 (BRD:BRD-K14988953-001-04-4),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
AZD3264 (BRD:BRD-K14287049-001-01-3),PRISM Repurposing Public 24Q2,0.006,compound_experiment
lurasidone (BRD:BRD-K51143828-003-03-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
DACINOSTAT (GDSC1:200),Drug sensitivity AUC (Sanger GDSC1),-0.006,compound_experiment
Alicapistat (BRD:BRD-K00091073-001-01-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
creatine (BRD:BRD-K19615002-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.006,compound_experiment
hyodeoxycholic-acid (BRD:BRD-K44009692-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.006,compound_experiment
FORETINIB (GDSC2:2040),Drug sensitivity AUC (Sanger GDSC2),0.006,compound_experiment
ZK-93426 (BRD:BRD-K68392338-003-02-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.006,compound_experiment
KY02111 (BRD:BRD-K13302470-001-02-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
INC-280 (BRD:BRD-K81016934-001-02-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
SR-27897 (BRD:BRD-K35629949-001-02-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
INCB-024360 (BRD:BRD-K79450420-001-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.006,compound_experiment
odanacatib (BRD:BRD-K22822991-001-02-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
quizartinib (BRD:BRD-K93918653-001-08-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.006,compound_experiment
rutin (BRD:BRD-K20482099-001-09-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
tepoxalin (BRD:BRD-K89714990-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
clindamycin-phosphate (BRD:BRD-K27771035-001-02-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
trequinsin (BRD:BRD-K84663978-003-02-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
tiludronate (BRD:BRD-K10845183-304-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.006,compound_experiment
FR-122047 (BRD:BRD-K30990140-003-02-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.006,compound_experiment
mitoxantrone (BRD:BRD-K21680192-300-14-4),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.006,compound_experiment
Aleglitazar (BRD:BRD-K00076061-001-02-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
pilocarpine (BRD:BRD-K85090592-008-22-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.006,compound_experiment
PHA-568487 (BRD:BRD-K48053228-051-02-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
GSK369796 (BRD:BRD-K00003121-300-01-9),PRISM Repurposing Public 24Q2,0.006,compound_experiment
Mps1-IN-5 (BRD:BRD-K43812936-001-01-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
Metaflumizone - QC Failure (BRD:BRD-K00084844-001-01-9 - QC Failure),PRISM Repurposing Public 24Q2,0.006,compound_experiment
"3,5-DHPG-(S) (BRD:BRD-K57796080-001-04-9)",PRISM Repurposing Public 24Q2,0.006,compound_experiment
selumetinib:decitabine (4:1 mol/mol) (CTRP:660249),Drug sensitivity AUC (CTD^2),0.006,compound_experiment
crizotinib (CTRP:628603),Drug sensitivity AUC (CTD^2),0.006,compound_experiment
MI-1 (CTRP:185987),Drug sensitivity AUC (CTD^2),0.006,compound_experiment
AT-406 (CTRP:710154),Drug sensitivity AUC (CTD^2),-0.006,compound_experiment
GSK-3 inhibitor IX (CTRP:52582),Drug sensitivity AUC (CTD^2),-0.006,compound_experiment
CAY10576 (CTRP:622913),Drug sensitivity AUC (CTD^2),-0.006,compound_experiment
AZD8055 (CTRP:609639),Drug sensitivity AUC (CTD^2),0.006,compound_experiment
OP-0595 (BRD:BRD-K00004708-001-01-9),PRISM Repurposing Public 24Q2,0.006,compound_experiment
parsaclisib (BRD:BRD-K00004594-001-01-9),PRISM Repurposing Public 24Q2,0.006,compound_experiment
BQ-788 (BRD:BRD-K02490038-236-03-8),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
HOKU-81 (BRD:BRD-K00003598-001-01-9),PRISM Repurposing Public 24Q2,0.006,compound_experiment
5-hydroxyectoine (BRD:BRD-K03871161-001-02-9),PRISM Repurposing Public 24Q2,0.006,compound_experiment
solriamfetol (BRD:BRD-K00004707-001-01-9),PRISM Repurposing Public 24Q2,0.006,compound_experiment
UC-112 (BRD:BRD-K73610817-001-10-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
P22077 (GDSC2:1933),Drug sensitivity AUC (Sanger GDSC2),0.006,compound_experiment
propagermanium (BRD:BRD-K53382462-001-02-0),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
Pibrentasvir (BRD:BRD-K00076315-001-02-9),PRISM Repurposing Public 24Q2,-0.006,compound_experiment
LDN-212854 (BRD:BRD-K59831625-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
ALISERTIB (GDSC2:1051),Drug sensitivity AUC (Sanger GDSC2),-0.005,compound_experiment
nemazoline (BRD:BRD-K00004662-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
C11-Acetate (BRD:BRD-K83914624-415-01-3),PRISM Repurposing Public 24Q2,0.005,compound_experiment
chlorphenoxamine (BRD:BRD-K00003537-001-01-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
L-694247 (BRD:BRD-K18816859-001-06-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
CORT-108297 (BRD:BRD-K00004700-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
CEP-40783 (BRD:BRD-K00003396-001-01-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
bromisoval (BRD:BRD-K00003522-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
pamiparib (BRD:BRD-K00003461-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
JD-5037 (BRD:BRD-K00003271-001-01-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
IM156 (BRD:BRD-K00091083-015-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
W-54011 (BRD:BRD-A00559310-003-01-1),PRISM Repurposing Public 24Q2,0.005,compound_experiment
GSK2606414 (BRD:BRD-K81689258-001-04-8),PRISM Repurposing Public 24Q2,0.005,compound_experiment
Dinotefuran (BRD:BRD-K00084839-001-01-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
Dorzagliatin (BRD:BRD-K00090645-001-01-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
pamabrom (BRD:BRD-M67659203-001-02-7),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
D-157495 (BRD:BRD-K29066607-001-02-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
BAY-61-3606 (BRD:BRD-K53281329-300-01-5),PRISM Repurposing Public 24Q2,0.005,compound_experiment
LEFLUNOMIDE (GDSC2:1578),Drug sensitivity AUC (Sanger GDSC2),-0.005,compound_experiment
terfenadine (BRD:BRD-A06352418-001-25-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
isoflupredone-acetate (BRD:BRD-K29173907-001-09-2),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
MLN0128 (BRD:BRD-K59317601-001-05-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
MTPG (BRD:BRD-A28329383-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
danusertib (BRD:BRD-K07881437-001-04-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
STF-118804 (BRD:BRD-K39171998-001-01-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
AVN-944 (BRD:BRD-K62196610-001-01-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
quinidine (BRD:BRD-K59632282-052-03-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
niclosamide (BRD:BRD-K35960502-001-20-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
oxonic-acid (BRD:BRD-K31468676-237-01-8),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
SINULARIN (GDSC2:1838),Drug sensitivity AUC (Sanger GDSC2),-0.005,compound_experiment
SB-225002 (BRD:BRD-K61323504-001-04-0),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
norethindrone-acetate (BRD:BRD-A09349126-001-10-7),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
methotrexate (BRD:BRD-K59456551-001-22-6),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
vidarabine (BRD:BRD-K72093121-001-16-3),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
barasertib (BRD:BRD-K31928526-001-02-1),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
oxiracetam (BRD:BRD-K50677762-001-01-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
naftidrofuryl (BRD:BRD-A67862938-034-14-9),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),-0.005,compound_experiment
nomegestrol-acetate (BRD:BRD-K27351809-001-09-5),Drug sensitivity AUC (PRISM Repurposing Secondary Screen),0.005,compound_experiment
GEMCITABINE (GDSC1:135),Drug sensitivity AUC (Sanger GDSC1),0.005,compound_experiment
RTRAIL (GDSC1:1261),Drug sensitivity AUC (Sanger GDSC1),0.005,compound_experiment
CPI-1205 (BRD:BRD-K00003360-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
eniporide (BRD:BRD-K00004568-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
vorasidenib (BRD:BRD-K00003460-001-01-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
A-804598 (BRD:BRD-K94313941-001-03-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
hydroxysafflor-yellow-A (BRD:BRD-K00003327-001-01-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
ziritaxestat (BRD:BRD-K00003431-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
"2,4-Dihydroxypyrimidine-5-carboxylic Acid (BRD:BRD-K00078070-001-02-9)",PRISM Repurposing Public 24Q2,-0.005,compound_experiment
Lanraplenib - QC Failure (BRD:BRD-K00084187-001-02-9 - QC Failure),PRISM Repurposing Public 24Q2,0.005,compound_experiment
ML006 (CTRP:17712),Drug sensitivity AUC (CTD^2),0.005,compound_experiment
LY2795050 (BRD:BRD-K00003195-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
seletalisib (BRD:BRD-K00003228-001-01-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
SA-47 (BRD:BRD-K99819791-001-02-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
PFI-4 (BRD:BRD-K13106865-001-02-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
radotinib (BRD:BRD-K00004716-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
NS-11394 (BRD:BRD-K00004548-001-01-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
luzindole (BRD:BRD-K67013324-001-04-9),PRISM Repurposing Public 24Q2,-0.005,compound_experiment
AS-2444697 (BRD:BRD-K73565918-003-02-9),PRISM Repurposing Public 24Q2,0.005,compound_experiment
BRD-K02492147 (CTRP:415688),Drug sensitivity AUC (CTD^2),0.005,compound_experiment
cabozantinib (CTRP:660840),Drug sensitivity AUC (CTD^2),0.005,compound_experiment
SB 505124 (GDSC1:1194),Drug sensitivity AUC (Sanger GDSC1),-0.005,compound_experiment
IDELALISIB (GDSC1:238),Drug sensitivity AUC (Sanger GDSC1),-0.005,compound_experiment
